mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType
838,La Vega Grande,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-04,,,,,42.344753,-6.386178,200,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Large reservoir for collecting meltwater.,"Sanchez-Palencia and Orejas 1994, 201",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
839,La Veguellina de Cepeda,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-24,,,,,42.641016,-6.015349,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
840,La Victoria,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 11,809,539.4,468.6,38.8129877,-4.38632405,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
841,La Viliella,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-03,,,,,42.986524,-6.637741,1000,"Placename ""La Viliella"""" on Googe Earth.""",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Extensive
842,La Zarza,,Hispania Baetica,Spain,Huelva,Huelva,,,H 19,938,321.3,350.9,37.70942825,-6.85041111,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Pyrite,Primary,
843,Lagar de la Cruz,,Hispania Baetica,Spain,Córdoba,Córdoba,,,CO 46,923,500.4,372.1,37.9393854,-4.821597,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 47,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
844,Lago,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-09,OR 6,187,242,875.8,42.40685074,-8.039627332,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 40; Sanchez-Palencia and Orejas 1994, 194",,,,,,,,,,,Hard rock,Primary,Extensive
845,Lago,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-42,,,,,43.243693,-6.730794,1000,"Placename, Google Earth.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective
846,Lago de Figueirido,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS-039,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 195",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
848,Lagos de Salave / Lagos de Silva,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-19,O 23,10,339.3,1000.5,43.56532899,-6.912913527,100,"Converted in QGIS from Lambert coords, Madrid 1870","""on the Cantabrian coast, a league and a half to the east of Ribadeo"". (Borlase 1897)",,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Borlase 1897: 14–15; Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 201",TRUE,FALSE,,,,,,,,,"Borlase says this is a tin mine, and does not mention gold.",Hard rock,
849,Lagueiro I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-22,,,,,43.02386,-6.86042,100,"Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",probably same as Domergue Rio Ibias,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
850,Lagueiro II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-21,,,,,43.021935,-6.857337,100,"Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
851,Laguna de Valseco,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-23?,LE 39,192,393.2,877.8,42.478356,-6.201948,50,"Converted in QGIS from Lambert coords, Madrid 1870, adjusted with Google Earth.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 43,,,,,,,,,,,Tertiary alluvium,,
853,Lamelas,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-16,,,,,42.251258,-7.590977,500,"Google Earth, placename",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 194",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective - Extensive
854,Lanestosa,,Hispania Tarraconensis,Spain,Bilbao,Lanestosa,,,BI 1,60,620.5,958.5,43.22968462,-3.43570562,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Calamine was also mined here.,Domergue 1990: 64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
855,Las Alquitones,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 19,878,435.4,403.1,38.20890437,-5.56870248,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
856,Las Balinas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-15,,,,,42.722711,-6.738225,1000,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 191",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
857,Las Cárcabas de Bustantigo,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-77,,,,,43.358364,-6.693805,0,Google Earth and IGN map.,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 201",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Primary,Extensive
859,Las Coronas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-37,,,,,42.633493,-6.861837,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 192",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
860,Las Cuevas,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 4,808,506.8,469.5,38.81817985,-4.76211797,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Domergue 1990: 46,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
865,Las Gandarias I,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-02,,,,,42.712221,-6.35826,0,"From Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth, refined by site visit 23/09/2021.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
866,Las Gandarias II,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-03,,,,,42.712631,-6.367476,0,"From Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth, refined by site visit 23/09/2021.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
867,Las Grobas de Fonteta,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-58,,,,,43.136053,-6.807,1000,"Placename, Google Earth.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive
868,Las Grobas de Tremado I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-49,,,,,43.166569,-6.78908,500,"Placename, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
869,Las Grobas de Tremado II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-48,,,,,43.168922,-6.785964,500,"Placename, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
870,Las Lagunas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-08,,,,,42.743986,-6.826471,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 191",,,,,,,,,,,,Primary,Extensive
871,Las Lamas del Picón,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-33,,,,,42.639734,-6.715576,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 192",TRUE,FALSE,TRUE,,,,,,,Castro near or adjacent to mines,,Secondary,Extensive
872,Las Madroñeras,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-23,,,,,42.227116,-6.253406,100,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17,  Fernández-Lozano et al. 2015, fig. 6, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 193",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Extensive
873,Las Mayadicas / Arroyo de las Mayadicas,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-08,,,,,42.299566,-6.315066,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 202",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
875,Las Médulas,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-085,LE 7,,,,42.45954964,-6.7593122,0,Google Earth,,1,225,50,250,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 196; Sanchez-Palencia 2000.",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Tertiary alluvium,Secondary,Selective - Extensive
876,Las Médulas de la Omañas (Miédolas),,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-18,LE 15,,,,42.669059,-5.87628,0,Google Earth,,1,225,50,250,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3 main aqueducts fed this mine; one is 21.5 km long from Murias de Ponjos, and another 17.5 km from Ponjos. http://www.diariodeleon.es/noticias/cultura/identifican-mas-50-kilometros-canalizacion-romana-omana_535566.html","Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 189",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,Alluvium and Quaternary terraces,Secondary,Selective - Extensive
878,Las Miédulas - Las Lagunas,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-11,,,,,42.44679,-6.234369,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 202",TRUE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
879,Las Minillas,,Hispania Tarraconensis,Spain,Badajoz,Alcudia,,,BA 45,781,483.2,475.1,38.86578022,-5.03505856,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
880,Las Minillas,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 48,878,431.6,411.4,38.28298501,-5.61415806,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
881,Las Monjas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 122,833,487.3,450.1,38.64093214,-4.9835869,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
882,Las Moracas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-04,,,,,42.816687,-6.719624,0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",Stone dumps visible on Google Earth.,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 191",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Selective - Extensive
884,Las Morenas,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 20,878,434.3,404.7,38.22311594,-5.58165595,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
885,Las Morras,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 110,858,486.4,417.4,38.3460133,-4.9884477,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
886,Las Murias - Los Tallares,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-25,LE 9,230,391,847,42.19946187,-6.21983439,0,Google Earth,Huge zone 4.6 km x 500 m worked by hydraulic mining to a depth of 10 m,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 193",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,Colluvial deposits and river terrace,Secondary,Selective - Extensive
887,Las Musas,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 2,878,426,407.9,38.25032907,-5.67729857,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
888,Las Pedrizas de San Payo,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-18,,,,,42.709842,-6.715109,1000,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 191",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
889,Las Pozas,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 36,836,565.4,436.7,38.52680156,-4.08505448,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
890,Las Reguillinas,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-02,,,,,42.35597,-6.386252,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 201",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
893,Las Tarafinas,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-10,,,,,42.685658,-6.396074,0,"From Sanchez-Palencia and Orejas 1994, fig. 14 and Google Earth, refined by site visit 23/09/2021.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 191",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Alluvial deposits,Secondary,Extensive
895,Las Tobosas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 68,832,456.2,441.6,38.55966676,-5.33924282,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
896,Las Torcas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 104,859,518.9,432.5,38.48581222,-4.61821957,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
897,Las Torcas - El Teso de Piqueras,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-24,,,,,42.575444,-6.380819,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 191",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
899,Las Traviesas,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-22,,,,,42.659876,-6.017965,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective - Extensive
900,Las Traviesas I,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-08,,,,,42.724353,-6.465042,200,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",Immediately North of Villar de las Traviesas.,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Extensive hydraulic mining in alluvial deposits. Castro immediately adjacent to mine.,"Alvarez González 1993; Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Alluvial deposits,Secondary,Extensive
901,Las Traviesas II,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-09,,,,,42.705133,-6.465437,200,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Castro immediately adjacent to mine.,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
902,Las Trelas,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-47,,,,,43.174814,-6.782002,500,Google Earth and name on IGN map.,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive
904,Las Valiñas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-36,,,,,42.642246,-6.878455,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 192",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
905,Las Ventas - Fondelur,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-15,,,,,42.536312,-6.151134,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective
906,Lavadoira,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-30,O 31,50,363.2,969.8,43.29674687,-6.605058403,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 197",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,Extensive
908,Leoneza,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Sil,,AS-05,,,,,42.835042,-6.494671,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",Assumed to be destroyed by modern mine.,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 189",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
909,Leras,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-28,,,,,42.792581,-5.725108,300,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and features on Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 189",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
910,Llano Tabernero,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 92,859,504.5,418.4,38.35721971,-4.78139954,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
911,Lomo de Perro,,Hispania Baetica,Spain,Badajoz,La Serena,,,BA 42,806,449,464,38.76036878,-5.42692009,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
912,Longrey,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Esba o Canero,,ES-08,,,,,43.452082,-6.499408,500,Placename on Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 193",,,,,,,,,,,,Primary,Extensive
913,Los Alemanes,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 23,905,604.5,394.7,38.1488196,-3.63656838,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
914,Los Almadenes,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 65,858,476.3,426.8,38.42936535,-5.10576681,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
